,title,date,location,year,used,kms,import,style,gearBox,fuelEngine,exterior,interior,seats,doors,motivated,url
2129,Xe Toyota Vios G 1.5 CVT 2021- 470 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,"Thắng Trần Auto  Điện thoại:  0989 856 338   Địa chỉ: 202/2 Đt 743, P. An Phú, Tp Thuận An Bình Dương  Website: thangtranauto.bonbanh.com",2021,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2021-5182448
2130,Xe Mercedes Benz C class C250 Exclusive 2015- 755 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Hà Nội Auto  Điện thoại:  0916 022 122   Địa chỉ: 259 Phạm Văn Đồng, Bắc Từ Liêm Hà Nội  Website: hanoi-auto.bonbanh.com",2015,Xe đã dùng,"72,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2015-5225877
2131,Xe Kia Rondo GMT 2018- 410 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Auto Hoàng Minh  Điện thoại:  0964 758 888    Hoặc  0969 277 777    Địa chỉ: 40/2/30 Trần Thị Do, phường Hiệp Thành, quận 12 TP HCM  Website: autohoangminh.bonbanh.com",2018,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Số tay,Xăng  2.0 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-kia-rondo-gmt-2018-5201730
2132,Xe Toyota Raize G 1.0 CVT 2023- 532 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,Mr Thành  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  1.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-5234179
2133,Xe Toyota Vios E CVT 2022- 440 Triệu,Đăng ngày  9/11/2023. Xem 11 lượt,"Ms Ly  Điện thoại:  0765 290 798   Địa chỉ: 994 Phạm Văn Đồng ,Hiệp Bình Chánh ,Thủ Đức TP HCM",2022,Xe đã dùng,"55,544 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5203950
2134,Xe Hyundai SantaFe Tiêu chuẩn 2.2L 2023- 1 Tỷ 25 Triệu,Đăng ngày  9/11/2023. Xem 11 lượt,"Hyundai An Khánh - CN Lê Trọng Tấn  Điện thoại:  0586 212 888    Hoặc  0973 957 009    Địa chỉ: C24, Lô 1, KĐT Geleximco, Đường Lê Trọng Tấn, Q. Hà Đông Hà Nội  Website: hyundaiankhanh1s.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.2l-2023-5234801
2135,Xe Kia Seltos Premium 1.4 AT 2023- 699 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,Nguyên Vũ  Điện thoại:     Địa chỉ: 568 Đường Láng - Láng Hạ - Đống Đa Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.4 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2023-5028344
2136,Xe Toyota Vios E 1.5 MT 2023- 479 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Toyota Long Biên  Điện thoại:  0967 819 586   Địa chỉ: Số 7-9 đường Nguyễn Văn Linh, Phường Gia Thụy, Quận Long Biên Hà Nội  Website: toyotalongbien.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2023-4983896
2137,Xe Lexus LM 350 2023- 8 Tỷ 610 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Trần Ngọc Hà My  Điện thoại:     Địa chỉ: số 06 Ngô Quyền, quận Hoàn Kiếm Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,Van/Minivan,Số tự động,Xăng  3.5 L,Trắng,,4 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-lm-350-2023-5240674
2138,Xe Porsche Panamera 4S 2014- 2 Tỷ 190 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Mr Sơn  Điện thoại:     Địa chỉ: Dương Đình Nghệ, Cầu Giấy Hà Nội",2014,Xe đã dùng,"32,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Trắng,,4 chỗ,4 cửa,,https://bonbanh.com/xe-porsche-panamera-4s-2014-5109513
2139,Xe Toyota Innova 2.0E 2017- 440 Triệu,Đăng ngày  9/11/2023. Xem 11 lượt,"Xuân Duy Auto  Điện thoại:  0949 357 020    Hoặc  0907 008 292    Địa chỉ: 201 Lê Cơ, phường An Lạc, quận Bình Tân TP HCM  Website: xuanduyauto.bonbanh.com",2017,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Crossover,Số tay,Xăng  2.0 L,Bạc,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5289986
2140,Xe Ford Ranger XLS 2.0L 4x2 AT 2023- 682 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Sài Gòn Ford  Điện thoại:  0906 929 039   Địa chỉ: 61A Cao Thắng, Phường 3, Quận 3 TP HCM  Website: fordsaigon.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5287502
2141,Xe Toyota Yaris 1.3 AT 2009- 248 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,Nguyễn Đức Thuần  Điện thoại:     Địa chỉ: Hà nội Hà Nội,2009,Xe đã dùng,"11,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.3 L,Xanh,,5 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-yaris-1.3-at-2009-5213921
2142,Xe Mazda 2 Luxury 2019- 390 Triệu,Đăng ngày  9/11/2023. Xem 17 lượt,Auto Car Center  Điện thoại:  0976 860 594    Hoặc  0916 818 963    Địa chỉ: Số 9 Nguyễn Văn Cừ - Long Biên Hà Nội  Website: carcenter.bonbanh.com,2019,Xe đã dùng,"40,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.5 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mazda-2-luxury-2019-5253625
2143,Xe Ford Ranger Raptor 2.0L 4x4 AT 2022- 1 Tỷ 68 Triệu,Đăng ngày  9/11/2023. Xem 15 lượt,"Auto Chốt  Điện thoại:  0856 616 666    Hoặc  0852 029 999    Địa chỉ: Lô E số 2 Đường Hạ Yên Quyết (đối diện trường mầm non Yên Hoà), Yên Hoà, Cầu Giấy Hà Nội  Website: autochot.bonbanh.com",2022,Xe đã dùng,"20,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2022-5289980
2144,Xe Mitsubishi Triton Athlete 4x2 AT 2023- 670 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Huy Hoàng  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Cam,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-2023-4922146
2145,Xe Porsche Cayenne S 2018- 4 Tỷ 990 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Vũ Tiến Đạt  Điện thoại:     Địa chỉ: Dương Đình Nghệ, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2018,Xe đã dùng,"52,686 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.9 L,Cam,,5 chỗ,5 cửa,,https://bonbanh.com/xe-porsche-cayenne-s-2018-5051127
2146,Xe Audi Q8 55 TFSI S-Line Quattro 2020- 3 Tỷ 590 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,Tuấn Kiệt Auto  Điện thoại:  0912 669 955   Địa chỉ: 79 Trần Thái Tông - Cầu Giấy Hà Nội  Website: tuankietauto.bonbanh.com,2020,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-audi-q8-55-tfsi-s-line-quattro-2020-4987588
2147,Xe Kia Cerato 1.6 AT Deluxe 2020- 486 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Toyota Sure Nam Định  Điện thoại:  0779 124 444   Địa chỉ: Đường Nam Định, Phủ Lý, Xã Lộc Hòa, Thành Phố Nam Định Nam Định  Website: toyotasurenamdinh.bonbanh.com",2020,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-kia-cerato-1.6-at-deluxe-2020-5017221
2148,Xe Nissan Almera EL 1.0 CVT 2023- 439 Triệu,Đăng ngày  9/11/2023. Xem 21 lượt,"Nguyễn Thanh Tâm  Điện thoại:     Địa chỉ: 816 Sư Vạn Hạnh , Quận 10 , Tphcm TP HCM",2023,Xe mới,,Nhập khẩu,Sedan,Số tự động,Xăng  1.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-nissan-almera-el-1.0-cvt-2023-5226764
2149,Xe Mazda CX8 Luxury 2021- 795 Triệu,Đăng ngày  9/11/2023. Xem 14 lượt,"CarMax Auto  Điện thoại:  0987 833 007    Hoặc  0905 286 688    Địa chỉ: Số 3 Nguyễn Văn Huyên, Cầu Giấy Hà Nội  Website: carmax.bonbanh.com",2021,Xe đã dùng,"47,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Xanh,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-cx8-luxury-2021-5252047
2150,Xe Ford EcoSport Titanium 1.5L AT 2019- 455 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,Nguyễn Đức Thuần  Điện thoại:     Địa chỉ: Hà nội Hà Nội,2019,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5267212
2151,Xe Lexus LX 570 Super Sport 2019- 6 Tỷ 350 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Việt Tuấn Auto  Điện thoại:  0919 788 012    Hoặc  0983 630 360    Địa chỉ: 562 Nguyễn Văn Cừ, Long Biên Hà Nội  Website: viettuanauto.bonbanh.com",2019,Xe đã dùng,"55,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-lx-570-super-sport-2019-5276255
2152,Xe Toyota Hilux 2.4L 4x2 AT 2021- 686 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,Salon ô tô Phú Quý  Điện thoại:  0947 963 888    Hoặc  0936 125 888    Địa chỉ: Số 8 Phạm Văn Bạch - Cầu Giấy Hà Nội  Website: salonotophuquy.bonbanh.com,2021,Xe đã dùng,"52,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5254401
2153,Xe Kia Rio 1.4 AT 2013- 285 Triệu,Đăng ngày  9/11/2023. Xem 19 lượt,"Song Yến Auto  Điện thoại:  0936 858 234   Địa chỉ: Đường 10, My Đông, Ngũ Lão, Thủy Nguyên Hải Phòng  Website: otosongyen.bonbanh.com",2013,Xe đã dùng,"100,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.4 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-kia-rio-1.4-at-2013-5289984
2154,Xe Toyota Veloz Cross Top 1.5 CVT 2023- 610 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,Mr Dũng  Điện thoại:     Địa chỉ: 315 Trường Chinh - Thanh Xuân Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-5272720
2155,Xe VinFast Fadil 1.4 AT 2021- 336 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Thái Sơn Auto  Điện thoại:  0983 730 289   Địa chỉ: 435a Phạm Văn Đồng, Dương Kinh Hải Phòng  Website: thaisonauto.bonbanh.com",2021,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-4945303
2156,Xe Ford Everest Sport 2.0L 4x2 AT 2023- 1 Tỷ 178 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Mộng Tuyền  Điện thoại:     Địa chỉ: 698 Kinh Dương Vương, An Lạc, Bình Tân TP HCM   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Xanh,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2023-4948345
2157,Xe Mercedes Benz GLC 300 Coupe 4Matic 2019- 1 Tỷ 829 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,D - Auto  Điện thoại:  0977 777 072   Địa chỉ: 8 Đường số 7 - Khu dân cư Phú Mỹ - Phú Mỹ - Q7 TP HCM  Website: d-auto.bonbanh.com,2019,Xe đã dùng,"123,456 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-300-coupe-4matic-2019-5054267
2158,Xe Ford Everest 2.5L 4x2 AT 2009- 250 Triệu,Đăng ngày  9/11/2023. Xem 14 lượt,"Ô tô Ánh Lý - CN Hà Giang  Điện thoại:  0965 170 888   Địa chỉ: Tổ 18, Phường Nguyễn Trãi, TP Hà Giang Hà Giang  Website: otoanhly-hagiang.bonbanh.com",2009,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.5 L,Cát,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2009-5246282
2159,Xe Hyundai Tucson 2.0 AT CRDi Đặc biệt 2022- 875 Triệu,Đăng ngày  9/11/2023. Xem 20 lượt,"Bảo Châu Auto  Điện thoại:  0936 735 555   Địa chỉ: 388 Nguyễn Văn Cừ, Long Biên Hà Nội  Website: baochauauto.bonbanh.com",2022,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Dầu  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2022-5157788
2160,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023- 1 Tỷ 355 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,Mr Thanh  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Đỏ,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-5285778
2161,Xe Mercedes Benz GLC 200 2021- 1 Tỷ 439 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Việt Hùng Auto  Điện thoại:  0914 868 698   Địa chỉ: 25A Lê Văn Lương, Trung Hòa - Cầu Giấy Hà Nội  Website: salonviethungauto.bonbanh.com",2021,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-5276809
2162,Xe Mazda 3 1.5 AT 2018- 350 Triệu,Đăng ngày  9/11/2023. Xem 68 lượt,"Mr Linh  Điện thoại:     Địa chỉ: 12 Lâm Hạ, Bồ Đề, Long Biên Hà Nội   Xem gian hàng  ⇨",2018,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5229526
2163,Xe Honda Civic E 1.8 AT 2019- 550 Triệu,Đăng ngày  9/11/2023. Xem 21 lượt,Auto Bảo Phương Duy  Điện thoại:  0905 218 338   Địa chỉ: Số 390 Nguyễn Hữu Thọ Đà Nẵng  Website: autobaophuongduy.bonbanh.com,2019,Xe đã dùng,"32,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.8 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-honda-civic-e-1.8-at-2019-5275138
2164,Xe Nissan Navara EL 2.3 AT 2WD 2023- 609 Triệu,Đăng ngày  9/11/2023. Xem 24 lượt,"Nguyễn Thanh Tâm  Điện thoại:     Địa chỉ: 816 Sư Vạn Hạnh, Quận 10 TP HCM",2023,Xe mới,,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.3 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-nissan-navara-el-2.3-at-2wd-2023-5238460
2165,Xe Hyundai Elantra 2.0 AT 2019- 490 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Hợp Thành Phát Auto  Điện thoại:  0982 267 771    Hoặc  0989 831 631    Địa chỉ: 09 Tt Văn Giang, Hưng Yên Hưng Yên  Website: hopthanhphatauto.bonbanh.com",2019,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2019-5239759
2166,Xe Ford Ranger XLS 2.0L 4x2 AT 2023- 605 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Hoàng Linh  Điện thoại:     Địa chỉ: Nam Từ Liêm Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5194443
2167,Xe Mercedes Benz C class C250 Exclusive 2016- 730 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,"Nam Chung Auto - Xe đã qua sử dụng  Điện thoại:  0974 955 555   Địa chỉ: LH: Mr Tuấn - 124-126 Khuất Duy Tiến, Thanh Xuân Hà Nội  Website: namchung-xecu.bonbanh.com",2016,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Xanh,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2016-4475288
2168,Xe Ford Transit Van 2.4L 2009- 208 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,Duy Hải  Điện thoại:     Địa chỉ: Phường Tứ Minh Hải Dương,2009,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu  2.4 L,Bạc,,3 chỗ,4 cửa,,https://bonbanh.com/xe-ford-transit-van-2.4l-2009-5245903
2169,Xe BMW X3 sDrive20i 2023- 1 Tỷ 799 Triệu,Đăng ngày  9/11/2023. Xem 22 lượt,"BMW Long Biên  Điện thoại:  0931 676 777   Địa chỉ: Số 1 Ngô Gia Tự, Long Biên Hà Nội  Website: bmwlongbien.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-bmw-x3-sdrive20i-2023-4872278
2170,Xe BMW 7 Series 750Li 2009- 699 Triệu,Đăng ngày  9/11/2023. Xem 39 lượt,Bùi Linh  Điện thoại:     Địa chỉ: Cầu Giấy Hà Nội,2009,Xe đã dùng,0 Km,Nhập khẩu,Sedan,Số tự động,Xăng  4.4 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-bmw-7_series-750li-2009-5109105
2171,Xe Volvo S90 Inscription T6 2020- 1 Tỷ 578 Triệu,Đăng ngày  9/11/2023. Xem 15 lượt,Hà Tấn Phát  Điện thoại:     Địa chỉ: Tp Hồ Chí Minh TP HCM   Xem gian hàng  ⇨,2020,Xe đã dùng,"12,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-volvo-s90-inscription-t6-2020-5281125
2172,Xe Ford Everest Titanium 2.0L 4x2 AT 2023- 1 Tỷ 244 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Nguyễn Thanh Tình  Điện thoại:     Địa chỉ: 35 Hoàng Hữu Nam, Phường Tân Phú, Tp Thủ đức, TP HCM   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-5251438
2173,Xe Suzuki Swift GLX 1.2 AT 2019- 488 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,"Mạnh Hùng Auto  Điện thoại:  0904 525 379    Hoặc  0962 790 002    Địa chỉ: Khu 6 Thị trấn Trạm Trôi, Hoài Đức Hà Nội  Website: manhhungauto.bonbanh.com",2019,Xe đã dùng,"28,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.2 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-suzuki-swift-glx-1.2-at-2019-4917085
2174,Xe Mercedes Benz C class C300 AMG 2022- 1 Tỷ 830 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Nguyễn Đức Thiệu  Điện thoại:     Địa chỉ: 281 Lý Thường Kiệt , P.15, Q.11 TP HCM",2022,Xe đã dùng,"7,500 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5247088
2175,Xe BMW X6 xDrive35i 2015- 1 Tỷ 200 Triệu,Đăng ngày  9/11/2023. Xem 22 lượt,Boss Car  Điện thoại:  0983 153 398   Địa chỉ: 68 Lê Văn Lương Hà Nội  Website: bosscar.bonbanh.com,2015,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-bmw-x6-xdrive35i-2015-5202737
2176,Xe Mercedes Benz GLC 200 4Matic 2022- 1 Tỷ 688 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Hà Tấn Phát  Điện thoại:     Địa chỉ: Tp Hồ Chí Minh TP HCM   Xem gian hàng  ⇨,2022,Xe đã dùng,"5,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5277367
2177,Xe Ford Everest Titanium 2.0L 4x2 AT 2023- 1 Tỷ 215 Triệu,Đăng ngày  9/11/2023. Xem 16 lượt,"Dương Trọng Nghĩa  Điện thoại:     Địa chỉ: 104 Phổ Quang, phường 2, quận Tân Bình TP HCM   Xem gian hàng  ⇨",2023,Xe đã dùng,"6,700 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-5236594
2178,Xe Ford Transit Tiêu chuẩn 2023- 815 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Ford Đà Lạt  Điện thoại:  0908 133 535   Địa chỉ: 108 Hùng Vương, P.11, TP. Đà Lạt Lâm Đồng  Website: dalatford.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu  2.2 L,Bạc,,16 chỗ,4 cửa,,https://bonbanh.com/xe-ford-transit-tieu-chuan-2023-4225617
2179,Xe Hyundai Accent 1.4 AT 2023- 475 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Hyundai Gia Định - CN Phạm Văn Đồng  Điện thoại:  0906 308 488   Địa chỉ: 166-168 Phạm Văn Đồng, Phường 3, Quận Gò Vấp TP HCM  Website: hyundaigiadinh-phamvandong.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-accent-1.4-at-2023-5289974
2180,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2023- 1 Tỷ 174 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Hyundai An Khánh  Điện thoại:  0923 388 686   Địa chỉ: Km8 Đại lộ Thăng Long, H. Hoài Đức Hà Nội  Website: hyundaiankhanh.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2023-5166205
2181,Xe Mazda 3 1.5 AT 2018- 450 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,"Salon Auto Việt Hùng  Điện thoại:  0979 751 848    Hoặc  0982 627 579    Địa chỉ: Khu Nam Ga, P Giếng Đáy, Tp Hạ Long Quảng Ninh  Website: autoviethung.bonbanh.com",2018,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5289968
2182,Xe Porsche Panamera 3.0 V6 2021- 5 Tỷ 450 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,"Nguyễn Tảo  Điện thoại:     Địa chỉ: 25A Lê Văn Lương, Trung Hoà, Cầu Giấy Hà Nội",2021,Xe đã dùng,"26,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Trắng,,4 chỗ,4 cửa,,https://bonbanh.com/xe-porsche-panamera-3.0-v6-2021-5223023
2183,Xe Honda CRV L 2020- 830 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Siêu thị Ô tô Hà Nội  Điện thoại:  0813 700 900   Địa chỉ: 389 Quốc Lộ 13, P.Hiệp Bình Phước, Quận Thủ Đức TP HCM  Website: sieuthioto.bonbanh.com",2020,Xe đã dùng,"47,900 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-l-2020-5243400
2184,Xe Toyota Yaris Cross 1.5 D-CVT 2023- 684 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Cẩm Tú  Điện thoại:     Địa chỉ: 315 Trường Chinh, Phường Khương Mai, Quận Thanh Xuân Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2023-5246659
